transaction_id,store_id,register_id,employee_id,timestamp,sku,item_name,quantity,price,transaction_type,is_anomaly
T78202,STORE-184,R4,E002,2026-05-23 16:08:00,SKU-7723,Dove Men Care Gift Set,3,34.99,SALE,False
T86434,STORE-184,R4,E002,2026-05-23 16:20:00,SKU-3301,Oral-B Electric Toothbrush,3,69.99,SALE,False
T17292,STORE-184,R4,E003,2026-05-23 16:33:00,SKU-0022,Lay's Chips 200g,3,3.49,SALE,False
T83912,STORE-184,R1,E009,2026-05-23 16:41:00,SKU-0011,Coca Cola 2L,2,2.99,SALE,False
T12853,STORE-184,R4,E005,2026-05-23 16:53:00,SKU-5512,Duracell AA 20pk,1,19.99,SALE,False
T19572,STORE-184,R1,E007,2026-05-23 17:03:00,SKU-3301,Oral-B Electric Toothbrush,2,69.99,SALE,False
T17897,STORE-184,R1,E008,2026-05-23 17:12:00,SKU-4401,Jack Daniels 750ml,1,54.99,SALE,False
T33590,STORE-184,R2,E007,2026-05-23 17:19:00,SKU-5512,Duracell AA 20pk,2,19.99,SALE,False
T59479,STORE-184,R4,E002,2026-05-23 17:27:00,SKU-0011,Coca Cola 2L,3,2.99,SALE,False
T95660,STORE-184,R3,E002,2026-05-23 17:30:00,SKU-0033,Bread Loaf,1,4.99,SALE,False
T42321,STORE-184,R4,E010,2026-05-24 09:05:00,SKU-7723,Dove Men Care Gift Set,3,34.99,SALE,False
T24021,STORE-184,R2,E005,2026-05-24 09:13:00,SKU-3301,Oral-B Electric Toothbrush,1,69.99,SALE,False
T91289,STORE-184,R4,E006,2026-05-24 09:19:00,SKU-0011,Coca Cola 2L,2,2.99,SALE,False
T95332,STORE-184,R5,E003,2026-05-24 09:26:00,SKU-7723,Dove Men Care Gift Set,2,34.99,SALE,False
T36326,STORE-184,R4,E006,2026-05-24 09:36:00,SKU-7723,Dove Men Care Gift Set,1,34.99,SALE,False
T48200,STORE-184,R4,E010,2026-05-24 09:42:00,SKU-0011,Coca Cola 2L,1,2.99,SALE,False
T46739,STORE-184,R4,E006,2026-05-24 09:49:00,SKU-7723,Dove Men Care Gift Set,1,34.99,SALE,False
T87624,STORE-184,R5,E003,2026-05-24 09:53:00,SKU-0044,Milk 1 Gallon,3,5.99,SALE,False
T70505,STORE-184,R2,E008,2026-05-24 09:54:00,SKU-0033,Bread Loaf,2,4.99,SALE,False
T63627,STORE-184,R4,E003,2026-05-24 10:08:00,SKU-4401,Jack Daniels 750ml,3,54.99,SALE,False
T43119,STORE-184,R2,E007,2026-05-24 10:12:00,SKU-5512,Duracell AA 20pk,2,19.99,SALE,False
T88372,STORE-184,R4,E010,2026-05-24 10:20:00,SKU-4401,Jack Daniels 750ml,2,54.99,SALE,False
T64827,STORE-184,R5,E001,2026-05-24 10:29:00,SKU-0033,Bread Loaf,2,4.99,SALE,False
T93647,STORE-184,R1,E002,2026-05-24 10:39:00,SKU-0033,Bread Loaf,1,4.99,SALE,False
T94803,STORE-184,R5,E001,2026-05-24 10:42:00,SKU-7723,Dove Men Care Gift Set,3,34.99,SALE,False
T53463,STORE-184,R4,E002,2026-05-24 10:55:00,SKU-0011,Coca Cola 2L,1,2.99,SALE,False
T39098,STORE-184,R5,E009,2026-05-24 11:00:00,SKU-4401,Jack Daniels 750ml,3,54.99,SALE,False
T85397,STORE-184,R2,E008,2026-05-24 11:12:00,SKU-0044,Milk 1 Gallon,2,5.99,SALE,False
T99070,STORE-184,R5,E009,2026-05-24 11:20:00,SKU-0011,Coca Cola 2L,1,2.99,SALE,False
T73277,STORE-184,R1,E005,2026-05-24 11:21:00,SKU-7723,Dove Men Care Gift Set,2,34.99,SALE,False
T28569,STORE-184,R3,E005,2026-05-24 11:23:00,SKU-4401,Jack Daniels 750ml,2,54.99,SALE,False
T37114,STORE-184,R5,E008,2026-05-24 11:36:00,SKU-0022,Lay's Chips 200g,2,3.49,SALE,False
T67431,STORE-184,R4,E006,2026-05-24 11:38:00,SKU-0022,Lay's Chips 200g,1,3.49,SALE,False
T25084,STORE-184,R1,E006,2026-05-24 11:39:00,SKU-5512,Duracell AA 20pk,3,19.99,SALE,False
T31542,STORE-184,R2,E009,2026-05-24 11:50:00,SKU-4401,Jack Daniels 750ml,1,54.99,SALE,False
T53383,STORE-184,R5,E007,2026-05-24 11:53:00,SKU-0033,Bread Loaf,2,4.99,SALE,False
T63090,STORE-184,R2,E003,2026-05-24 12:06:00,SKU-3301,Oral-B Electric Toothbrush,3,69.99,SALE,False
T13826,STORE-184,R5,E004,2026-05-24 12:13:00,SKU-0011,Coca Cola 2L,2,2.99,SALE,False
T60965,STORE-184,R1,E004,2026-05-24 12:20:00,SKU-0044,Milk 1 Gallon,1,5.99,SALE,False
T18200,STORE-184,R5,E002,2026-05-24 12:33:00,SKU-5512,Duracell AA 20pk,3,19.99,SALE,False
T52727,STORE-184,R2,E008,2026-05-24 12:39:00,SKU-2210,Chanel No.5 Perfume,1,89.99,SALE,False
T74157,STORE-184,R5,E006,2026-05-24 12:50:00,SKU-5512,Duracell AA 20pk,3,19.99,SALE,False
T61451,STORE-184,R5,E002,2026-05-24 13:00:00,SKU-0011,Coca Cola 2L,2,2.99,SALE,False
T70012,STORE-184,R5,E003,2026-05-24 13:14:00,SKU-7723,Dove Men Care Gift Set,3,34.99,SALE,False
T90541,STORE-184,R5,E002,2026-05-24 13:29:00,SKU-5512,Duracell AA 20pk,3,19.99,SALE,False
T25448,STORE-184,R2,E005,2026-05-24 13:35:00,SKU-2210,Chanel No.5 Perfume,1,89.99,SALE,False
T28528,STORE-184,R5,E007,2026-05-24 13:41:00,SKU-2210,Chanel No.5 Perfume,2,89.99,SALE,False
T85340,STORE-184,R4,E007,2026-05-24 13:44:00,SKU-0044,Milk 1 Gallon,1,5.99,SALE,False
T80435,STORE-184,R2,E009,2026-05-24 13:55:00,SKU-0022,Lay's Chips 200g,1,3.49,SALE,False
T28388,STORE-184,R2,E006,2026-05-24 14:00:00,SKU-0022,Lay's Chips 200g,2,3.49,SALE,False
T57059,STORE-184,R1,E008,2026-05-24 14:01:00,SKU-0044,Milk 1 Gallon,1,5.99,SALE,False
T60324,STORE-184,R5,E009,2026-05-24 14:15:00,SKU-3301,Oral-B Electric Toothbrush,3,69.99,SALE,False
T99744,STORE-184,R4,E007,2026-05-24 14:22:00,SKU-0022,Lay's Chips 200g,3,3.49,SALE,False
T31922,STORE-184,R1,E010,2026-05-24 14:30:00,SKU-0022,Lay's Chips 200g,1,3.49,SALE,False
T14285,STORE-184,R3,E004,2026-05-24 14:35:00,SKU-3301,Oral-B Electric Toothbrush,3,69.99,SALE,False
T69942,STORE-184,R5,E008,2026-05-24 14:38:00,SKU-5512,Duracell AA 20pk,3,19.99,SALE,False
T85066,STORE-184,R1,E005,2026-05-24 14:40:00,SKU-0033,Bread Loaf,3,4.99,SALE,False
T15453,STORE-184,R4,E009,2026-05-24 14:49:00,SKU-7723,Dove Men Care Gift Set,1,34.99,SALE,False
T95678,STORE-184,R2,E005,2026-05-24 14:51:00,SKU-0011,Coca Cola 2L,1,2.99,SALE,False
T55688,STORE-184,R1,E008,2026-05-24 14:56:00,SKU-0022,Lay's Chips 200g,1,3.49,SALE,False
T87060,STORE-184,R3,E010,2026-05-24 15:00:00,SKU-3301,Oral-B Electric Toothbrush,3,69.99,SALE,False
T90760,STORE-184,R2,E004,2026-05-24 15:03:00,SKU-0011,Coca Cola 2L,1,2.99,SALE,False
T55982,STORE-184,R5,E005,2026-05-24 15:13:00,SKU-8821,Gillette Fusion Razor 4pk,3,24.99,SALE,False
T52421,STORE-184,R3,E005,2026-05-24 15:16:00,SKU-0033,Bread Loaf,3,4.99,SALE,False
T77425,STORE-184,R1,E003,2026-05-24 15:30:00,SKU-5512,Duracell AA 20pk,2,19.99,SALE,False
T95969,STORE-184,R2,E003,2026-05-24 15:35:00,SKU-8821,Gillette Fusion Razor 4pk,1,24.99,SALE,False
T52217,STORE-184,R2,E007,2026-05-24 15:47:00,SKU-2210,Chanel No.5 Perfume,2,89.99,SALE,False
T92890,STORE-184,R3,E007,2026-05-24 15:57:00,SKU-2210,Chanel No.5 Perfume,2,89.99,SALE,False
T93050,STORE-184,R1,E007,2026-05-24 15:59:00,SKU-0022,Lay's Chips 200g,3,3.49,SALE,False
T58374,STORE-184,R4,E008,2026-05-24 16:11:00,SKU-5512,Duracell AA 20pk,2,19.99,SALE,False
T23357,STORE-184,R2,E002,2026-05-25 09:08:00,SKU-4401,Jack Daniels 750ml,1,54.99,SALE,False
T39135,STORE-184,R2,E004,2026-05-25 09:22:00,SKU-8821,Gillette Fusion Razor 4pk,2,24.99,SALE,False
T92614,STORE-184,R1,E010,2026-05-25 09:33:00,SKU-7723,Dove Men Care Gift Set,3,34.99,SALE,False
T19828,STORE-184,R1,E002,2026-05-25 09:48:00,SKU-5512,Duracell AA 20pk,1,19.99,SALE,False
T26880,STORE-184,R1,E006,2026-05-25 10:01:00,SKU-0022,Lay's Chips 200g,1,3.49,SALE,False
T16637,STORE-184,R2,E010,2026-05-25 10:09:00,SKU-8821,Gillette Fusion Razor 4pk,2,24.99,SALE,False
T13864,STORE-184,R4,E007,2026-05-25 10:17:00,SKU-0011,Coca Cola 2L,1,2.99,SALE,False
T34530,STORE-184,R3,E005,2026-05-25 10:21:00,SKU-7723,Dove Men Care Gift Set,2,34.99,SALE,False
T90492,STORE-184,R5,E010,2026-05-25 10:22:00,SKU-2210,Chanel No.5 Perfume,1,89.99,SALE,False
T64000,STORE-184,R5,E008,2026-05-25 10:30:00,SKU-5512,Duracell AA 20pk,1,19.99,SALE,False
T60202,STORE-184,R2,E007,2026-05-25 10:35:00,SKU-4401,Jack Daniels 750ml,1,54.99,SALE,False
T92674,STORE-184,R5,E001,2026-05-25 10:39:00,SKU-0033,Bread Loaf,2,4.99,SALE,False
T81371,STORE-184,R4,E006,2026-05-25 10:47:00,SKU-7723,Dove Men Care Gift Set,3,34.99,SALE,False
T60905,STORE-184,R3,E003,2026-05-25 10:53:00,SKU-0033,Bread Loaf,1,4.99,SALE,False
T38707,STORE-184,R1,E005,2026-05-25 11:03:00,SKU-7723,Dove Men Care Gift Set,1,34.99,SALE,False
T56849,STORE-184,R5,E004,2026-05-25 11:12:00,SKU-0022,Lay's Chips 200g,1,3.49,SALE,False
T96096,STORE-184,R2,E005,2026-05-25 11:16:00,SKU-4401,Jack Daniels 750ml,3,54.99,SALE,False
T38758,STORE-184,R5,E007,2026-05-25 11:29:00,SKU-8821,Gillette Fusion Razor 4pk,2,24.99,SALE,False
T41005,STORE-184,R5,E006,2026-05-25 11:32:00,SKU-2210,Chanel No.5 Perfume,3,89.99,SALE,False
T87537,STORE-184,R1,E006,2026-05-25 11:47:00,SKU-7723,Dove Men Care Gift Set,3,34.99,SALE,False
T83807,STORE-184,R2,E008,2026-05-25 11:50:00,SKU-0044,Milk 1 Gallon,3,5.99,SALE,False
T74282,STORE-184,R1,E002,2026-05-25 11:53:00,SKU-5512,Duracell AA 20pk,1,19.99,SALE,False
T38679,STORE-184,R1,E009,2026-05-25 12:03:00,SKU-3301,Oral-B Electric Toothbrush,2,69.99,SALE,False
T90495,STORE-184,R2,E003,2026-05-25 12:09:00,SKU-8821,Gillette Fusion Razor 4pk,2,24.99,SALE,False
T52413,STORE-184,R1,E001,2026-05-25 12:24:00,SKU-2210,Chanel No.5 Perfume,1,89.99,SALE,False
T28566,STORE-184,R1,E009,2026-05-25 12:36:00,SKU-0044,Milk 1 Gallon,2,5.99,SALE,False
T96787,STORE-184,R4,E010,2026-05-25 12:42:00,SKU-4401,Jack Daniels 750ml,1,54.99,SALE,False
T52284,STORE-184,R2,E003,2026-05-25 12:47:00,SKU-7723,Dove Men Care Gift Set,3,34.99,SALE,False
T93789,STORE-184,R4,E006,2026-05-25 13:00:00,SKU-0011,Coca Cola 2L,1,2.99,SALE,False
T44471,STORE-184,R2,E005,2026-05-25 13:00:00,SKU-8821,Gillette Fusion Razor 4pk,1,24.99,SALE,True
T90440,STORE-184,R3,E004,2026-05-25 13:12:00,SKU-0033,Bread Loaf,3,4.99,SALE,False
T32983,STORE-184,R4,E005,2026-05-25 13:26:00,SKU-0044,Milk 1 Gallon,3,5.99,SALE,False
T33292,STORE-184,R1,E010,2026-05-25 13:29:00,SKU-5512,Duracell AA 20pk,2,19.99,SALE,False
T33865,STORE-184,R5,E006,2026-05-25 13:30:00,SKU-0044,Milk 1 Gallon,3,5.99,SALE,False
T84127,STORE-184,R1,E008,2026-05-25 13:41:00,SKU-3301,Oral-B Electric Toothbrush,1,69.99,SALE,False
T20198,STORE-184,R2,E006,2026-05-25 13:53:00,SKU-7723,Dove Men Care Gift Set,2,34.99,SALE,False
T21629,STORE-184,R3,E008,2026-05-25 14:04:00,SKU-2210,Chanel No.5 Perfume,1,89.99,SALE,False
T42707,STORE-184,R1,E006,2026-05-25 14:08:00,SKU-5512,Duracell AA 20pk,2,19.99,SALE,False
T10167,STORE-184,R1,E007,2026-05-25 14:20:00,SKU-4401,Jack Daniels 750ml,2,54.99,SALE,False
T64266,STORE-184,R4,E007,2026-05-25 14:23:00,SKU-0011,Coca Cola 2L,2,2.99,SALE,False
T23294,STORE-184,R4,E010,2026-05-25 14:30:00,SKU-0033,Bread Loaf,3,4.99,SALE,False
T69151,STORE-184,R1,E001,2026-05-25 14:33:00,SKU-3301,Oral-B Electric Toothbrush,2,69.99,SALE,False
T44226,STORE-184,R1,E002,2026-05-25 14:39:00,SKU-8821,Gillette Fusion Razor 4pk,2,24.99,SALE,False
T59212,STORE-184,R2,E002,2026-05-25 14:54:00,SKU-2210,Chanel No.5 Perfume,3,89.99,SALE,False
T87860,STORE-184,R5,E008,2026-05-25 15:00:00,SKU-4401,Jack Daniels 750ml,3,54.99,SALE,False
T95673,STORE-184,R2,E010,2026-05-25 15:07:00,SKU-8821,Gillette Fusion Razor 4pk,2,24.99,SALE,False
T23272,STORE-184,R3,E004,2026-05-25 15:08:00,SKU-2210,Chanel No.5 Perfume,1,89.99,SALE,False
T82628,STORE-184,R5,E005,2026-05-25 15:20:00,SKU-0011,Coca Cola 2L,3,2.99,SALE,False
T41135,STORE-184,R1,E001,2026-05-25 15:25:00,SKU-5512,Duracell AA 20pk,2,19.99,SALE,False
T74349,STORE-184,R2,E001,2026-05-25 15:34:00,SKU-0044,Milk 1 Gallon,2,5.99,SALE,False
T21485,STORE-184,R3,E010,2026-05-25 15:41:00,SKU-8821,Gillette Fusion Razor 4pk,2,24.99,SALE,False
T13373,STORE-184,R2,E003,2026-05-25 15:43:00,SKU-3301,Oral-B Electric Toothbrush,3,69.99,SALE,False
T72071,STORE-184,R1,E005,2026-05-25 15:45:00,SKU-5512,Duracell AA 20pk,2,19.99,SALE,False
T96643,STORE-184,R3,E002,2026-05-25 15:53:00,SKU-0022,Lay's Chips 200g,3,3.49,SALE,False
T34232,STORE-184,R3,E007,2026-05-25 16:00:00,SKU-0033,Bread Loaf,2,4.99,SALE,False
T15848,STORE-184,R3,E008,2026-05-25 16:08:00,SKU-2210,Chanel No.5 Perfume,2,89.99,SALE,False
T45200,STORE-184,R5,E001,2026-05-25 16:12:00,SKU-5512,Duracell AA 20pk,1,19.99,SALE,False
T97574,STORE-184,R3,E009,2026-05-25 16:14:00,SKU-4401,Jack Daniels 750ml,2,54.99,SALE,False
T82561,STORE-184,R1,E007,2026-05-25 16:18:00,SKU-0044,Milk 1 Gallon,3,5.99,SALE,False
T72236,STORE-184,R5,E004,2026-05-25 16:27:00,SKU-0011,Coca Cola 2L,2,2.99,SALE,False
T61747,STORE-184,R1,E009,2026-05-25 16:29:00,SKU-5512,Duracell AA 20pk,3,19.99,SALE,False
T75058,STORE-184,R2,E008,2026-05-26 09:09:00,SKU-8821,Gillette Fusion Razor 4pk,2,24.99,SALE,False
T11671,STORE-184,R1,E002,2026-05-26 09:10:00,SKU-3301,Oral-B Electric Toothbrush,3,69.99,SALE,False
T21807,STORE-184,R5,E002,2026-05-26 09:13:00,SKU-0022,Lay's Chips 200g,3,3.49,SALE,False
T43540,STORE-184,R2,E008,2026-05-26 09:28:00,SKU-4401,Jack Daniels 750ml,2,54.99,SALE,False
T16564,STORE-184,R1,E003,2026-05-26 09:36:00,SKU-5512,Duracell AA 20pk,1,19.99,SALE,False
T98705,STORE-184,R3,E007,2026-05-26 09:42:00,SKU-5512,Duracell AA 20pk,3,19.99,SALE,False
T16014,STORE-184,R1,E003,2026-05-26 09:44:00,SKU-4401,Jack Daniels 750ml,3,54.99,SALE,False
T56861,STORE-184,R4,E010,2026-05-26 09:50:00,SKU-2210,Chanel No.5 Perfume,2,89.99,SALE,False
T54921,STORE-184,R2,E002,2026-05-26 09:56:00,SKU-4401,Jack Daniels 750ml,2,54.99,SALE,False
T45629,STORE-184,R4,E008,2026-05-26 10:04:00,SKU-0011,Coca Cola 2L,2,2.99,SALE,False
T27368,STORE-184,R1,E003,2026-05-26 10:06:00,SKU-2210,Chanel No.5 Perfume,1,89.99,SALE,False
T87430,STORE-184,R4,E010,2026-05-26 10:21:00,SKU-0011,Coca Cola 2L,3,2.99,SALE,False
T90127,STORE-184,R4,E006,2026-05-26 10:24:00,SKU-0022,Lay's Chips 200g,3,3.49,SALE,False
T99714,STORE-184,R2,E008,2026-05-26 10:38:00,SKU-8821,Gillette Fusion Razor 4pk,2,24.99,SALE,False
T63907,STORE-184,R4,E001,2026-05-26 10:53:00,SKU-4401,Jack Daniels 750ml,1,54.99,SALE,False
T51187,STORE-184,R1,E009,2026-05-26 11:04:00,SKU-5512,Duracell AA 20pk,3,19.99,SALE,False
T84057,STORE-184,R2,E006,2026-05-26 11:16:00,SKU-0044,Milk 1 Gallon,3,5.99,SALE,False
T91033,STORE-184,R1,E007,2026-05-26 11:28:00,SKU-0033,Bread Loaf,3,4.99,SALE,False
T55318,STORE-184,R4,E003,2026-05-26 11:36:00,SKU-3301,Oral-B Electric Toothbrush,3,69.99,SALE,False
T11526,STORE-184,R2,E009,2026-05-26 11:37:00,SKU-0044,Milk 1 Gallon,2,5.99,SALE,False
T31679,STORE-184,R1,E008,2026-05-26 11:51:00,SKU-0022,Lay's Chips 200g,2,3.49,SALE,False
T46458,STORE-184,R1,E009,2026-05-26 11:57:00,SKU-3301,Oral-B Electric Toothbrush,1,69.99,SALE,False
T59628,STORE-184,R4,E004,2026-05-26 12:08:00,SKU-0033,Bread Loaf,1,4.99,SALE,False
T85108,STORE-184,R4,E002,2026-05-26 12:16:00,SKU-0022,Lay's Chips 200g,2,3.49,SALE,False
T25559,STORE-184,R4,E001,2026-05-26 12:22:00,SKU-0022,Lay's Chips 200g,1,3.49,SALE,False
T14696,STORE-184,R5,E009,2026-05-26 12:29:00,SKU-0011,Coca Cola 2L,1,2.99,SALE,False
T89194,STORE-184,R5,E005,2026-05-26 12:42:00,SKU-4401,Jack Daniels 750ml,3,54.99,SALE,False
T95799,STORE-184,R4,E006,2026-05-26 12:46:00,SKU-0033,Bread Loaf,2,4.99,SALE,False
T39218,STORE-184,R4,E006,2026-05-26 13:00:00,SKU-8821,Gillette Fusion Razor 4pk,3,24.99,SALE,False
T72014,STORE-184,R3,E008,2026-05-26 13:10:00,SKU-0044,Milk 1 Gallon,1,5.99,SALE,False
T96364,STORE-184,R2,E001,2026-05-26 13:23:00,SKU-4401,Jack Daniels 750ml,2,54.99,SALE,False
T93055,STORE-184,R3,E009,2026-05-26 13:37:00,SKU-7723,Dove Men Care Gift Set,3,34.99,SALE,False
T23935,STORE-184,R1,E003,2026-05-26 13:49:00,SKU-7723,Dove Men Care Gift Set,2,34.99,SALE,False
T63636,STORE-184,R1,E005,2026-05-26 14:03:00,SKU-2210,Chanel No.5 Perfume,3,89.99,SALE,False
T25826,STORE-184,R4,E004,2026-05-26 14:07:00,SKU-3301,Oral-B Electric Toothbrush,2,69.99,SALE,False
T54293,STORE-184,R1,E007,2026-05-26 14:19:00,SKU-3301,Oral-B Electric Toothbrush,1,69.99,SALE,False
T69048,STORE-184,R4,E010,2026-05-26 14:21:00,SKU-0044,Milk 1 Gallon,3,5.99,SALE,False
T10568,STORE-184,R5,E001,2026-05-26 14:29:00,SKU-2210,Chanel No.5 Perfume,3,89.99,SALE,False
T86692,STORE-184,R4,E009,2026-05-26 14:43:00,SKU-0011,Coca Cola 2L,1,2.99,SALE,False
T26827,STORE-184,R1,E007,2026-05-26 14:46:00,SKU-0044,Milk 1 Gallon,3,5.99,SALE,False
T52184,STORE-184,R5,E007,2026-05-26 14:56:00,SKU-0044,Milk 1 Gallon,2,5.99,SALE,False
T42537,STORE-184,R3,E007,2026-05-26 15:11:00,SKU-0044,Milk 1 Gallon,2,5.99,SALE,False
T27481,STORE-184,R2,E007,2026-05-26 15:19:00,SKU-5512,Duracell AA 20pk,3,19.99,SALE,False
T81802,STORE-184,R3,E009,2026-05-26 15:24:00,SKU-0033,Bread Loaf,3,4.99,SALE,False
T37487,STORE-184,R5,E005,2026-05-26 15:28:00,SKU-3301,Oral-B Electric Toothbrush,3,69.99,SALE,False
T98129,STORE-184,R2,E003,2026-05-26 15:43:00,SKU-7723,Dove Men Care Gift Set,3,34.99,SALE,False
T93476,STORE-184,R3,E002,2026-05-26 15:55:00,SKU-0033,Bread Loaf,2,4.99,SALE,False
T86389,STORE-184,R5,E007,2026-05-26 16:03:00,SKU-0033,Bread Loaf,3,4.99,SALE,False
T65363,STORE-184,R1,E009,2026-05-26 16:08:00,SKU-0033,Bread Loaf,1,4.99,SALE,False
T29048,STORE-184,R1,E001,2026-05-26 16:15:00,SKU-8821,Gillette Fusion Razor 4pk,1,24.99,SALE,False
T31094,STORE-184,R3,E005,2026-05-26 16:28:00,SKU-5512,Duracell AA 20pk,1,19.99,SALE,False
T48684,STORE-184,R2,E009,2026-05-26 16:40:00,SKU-8821,Gillette Fusion Razor 4pk,1,24.99,SALE,False
T69322,STORE-184,R1,E010,2026-05-26 16:54:00,SKU-7723,Dove Men Care Gift Set,3,34.99,SALE,False
T39400,STORE-184,R5,E007,2026-05-26 17:08:00,SKU-0033,Bread Loaf,1,4.99,SALE,False
T47701,STORE-184,R1,E007,2026-05-26 17:21:00,SKU-0033,Bread Loaf,2,4.99,SALE,False
T99803,STORE-184,R3,E009,2026-05-26 17:34:00,SKU-0011,Coca Cola 2L,1,2.99,SALE,False
T42943,STORE-184,R2,E010,2026-05-26 17:46:00,SKU-8821,Gillette Fusion Razor 4pk,2,24.99,SALE,False
T93071,STORE-184,R3,E010,2026-05-26 18:01:00,SKU-3301,Oral-B Electric Toothbrush,3,69.99,SALE,False
T35362,STORE-184,R3,E008,2026-05-26 18:05:00,SKU-0044,Milk 1 Gallon,1,5.99,SALE,False
T32779,STORE-184,R5,E002,2026-05-26 18:08:00,SKU-4401,Jack Daniels 750ml,2,54.99,SALE,False
